count,hate_speech_count,offensive_language_count,neither_count,class,tweet,binary_class,tweet_length,word_count
3,0,3,0,1,everi nigga tryna fuck next nigga bitch know bitch next nigga bitch,unsafe,93,18
3,1,2,0,1,everi nigga tryna fuck next nigga bitch know bitch next nigga bitch,unsafe,90,17
3,0,3,0,1,everi nigga trynna fuc next nigga bitch know bitch next nigga bitch,unsafe,89,17
3,0,3,0,1,everi one would ad collect hoe,unsafe,70,14
3,0,3,0,1,everi pussi feel like aint get enough,unsafe,55,12
3,0,3,0,1,everi real nicca need real bitch jayfact,unsafe,45,8
3,3,0,0,0,everi slant losangel deport scum right chinatown bulldoz,unsafe,114,19
3,2,1,0,0,everi spic cop losangel rape thought rape white woman that halfbre get job pig,unsafe,129,23
3,2,0,1,0,everi spic cop losangel loyal latink,unsafe,57,10
3,3,0,0,0,everi spic cop kill pig got job get even white peopl never anyth,unsafe,121,23
3,0,3,0,1,everi time fuck gotta hit least like two bitch,unsafe,59,12
3,0,0,3,2,everi time play patapon game hear ushishi theme think beatbox monkey yo yo yo get uppa,safe,117,23
3,0,3,0,1,everi time im post use phone maci employe wanna scare bitch,unsafe,99,16
3,0,2,1,1,everi time mom call bitch someth lol,unsafe,66,14
3,0,3,0,1,everybodi everybodi everybodi everybodi sit yo bitch ass listen true motherfuckin told kendrick lamar roll crash,unsafe,136,22
3,1,2,0,1,everybodi collinflemon bout fuck fat bitch,unsafe,53,9
6,0,6,0,1,everybodi fuck everybodi bitch everybodi shit that life,unsafe,170,11
6,0,6,0,1,everybodi got foreign bitch foreign car,unsafe,65,8
3,0,3,0,1,everybodi got say everybodi hate ask everi bitch gay,unsafe,122,15
3,0,3,0,1,everybodi bitch hous,unsafe,38,8
3,0,0,3,2,everybodi love pot browni bring crystal meth cupcak parti sudden im weirdo,safe,99,17
3,0,2,1,1,everybodi that still facebook ghetto pregnant idc,unsafe,58,9
3,0,3,0,1,everyday wake got differ bitch,unsafe,42,9
3,1,2,0,1,everyday wake celebr dodg bullet crazi bitch,unsafe,79,15
3,0,2,1,1,everyon need stop bitchin jeter your wit last week basebal greatest player wear yanke uniform,unsafe,139,23
3,2,1,0,0,everyon call b like oh wassup b like wassup niggah,unsafe,87,18
3,0,0,3,2,everyon talk lebron jame voic im eat cream fill oreo,safe,104,19
3,0,3,0,1,everyon like evil pussi fuck compass,unsafe,60,11
3,0,3,0,1,everyon stare like what bitch,unsafe,110,11
3,2,1,0,0,everyon tell exact thing wont listen coon,unsafe,63,12
3,1,2,0,1,everyon say letsmakeitawkward queer justmadeitawkward,unsafe,68,8
3,0,0,3,2,everyon think im person id like look mole dont understand like color hair big differ,safe,138,27
3,0,3,0,1,everyon north get pregnant im glad bitch ass move,unsafe,75,14
3,0,3,0,1,everyth dont deserv reaction dont think someth im jumpno bitch im focus money sad ass,unsafe,139,24
3,0,3,0,1,everytim clean room mom tell bitch come time lmao dick,unsafe,100,21
3,0,3,0,1,everytim fuck gotta hit least two bitch,unsafe,52,11
3,0,3,0,1,everytim go aint never wit new bitch cuzzint,unsafe,84,13
3,0,1,2,2,everywher look see hillbilli delux big timin small town smalltownproblem neversaiditwasabadth brooksndunn,safe,139,18
3,0,3,0,1,ew hate ratchet ass hoe post stranger danger ewww bitch,unsafe,65,12
3,1,2,0,1,ew wtf lolbreesindacut lmfaooooo rt chickencoleman lmfaooooooooo bitch goin gay,unsafe,133,13
3,1,2,0,1,ewh bitch look like inbr,unsafe,34,7
3,0,3,0,1,ewww bitch canunot fuckoff,unsafe,28,4
3,0,0,3,2,except use super tan im yellowpal lol,safe,60,12
6,0,6,0,1,except dat hazel nigga rt kinghov wdnick think dem hoe lahhh regulari know hit em,unsafe,156,23
9,0,9,0,1,excus here nose found busi hoe,unsafe,59,12
3,0,3,0,1,exe swear better see next bitch,unsafe,193,14
3,0,3,0,1,experi charli marri woman love hot phone sex stranger get,unsafe,121,19
3,0,2,1,1,experi charli marri woman love hot phone sex stranger get,unsafe,121,19
3,1,0,2,2,experi charli marri woman love hot phone sex stranger get,safe,121,19
3,0,3,0,1,extra hard hoe,unsafe,26,5
6,1,5,0,1,eyebrow like wall street home rt apexalpha rt nubiec yall bitch wild pencil,unsafe,144,19
3,0,0,3,2,ff consist one marvel worst properti ultim ff good entir ultim univers trash,safe,134,23
3,0,3,0,1,fuck talkin rt iggyazalea like guy ask number say ugli bitch say,unsafe,143,28
3,0,3,0,1,fuck iheartyoukeish yall faggot next sbabylif,unsafe,69,9
3,1,2,0,1,fuck your fuck lowlif piec trash,unsafe,52,10
3,0,3,0,1,fuck walk bronx yanke,unsafe,41,7
3,1,2,0,1,fwm twitter emmanuel got stripper escort artist hustlaz hittaz bitch nigga im dat dude,unsafe,109,15
3,0,3,0,1,face yo bitch could love,unsafe,52,7
3,0,3,0,1,facebook fag,unsafe,20,4
3,0,0,3,2,facebook birdsim,safe,39,7
3,0,3,0,1,fact bitch sometim,unsafe,54,7
3,0,3,0,1,fade swear god im fade bitch educ client pay payment,unsafe,81,15
3,2,1,0,0,faggot ass bitch nigga,unsafe,22,4
3,0,0,3,2,fairi tale hat free crochet pattern child adult,safe,106,14
3,0,0,3,2,fairi tale world lmao,safe,21,4
3,1,2,0,1,fake ass hoe around,unsafe,24,5
3,0,3,0,1,fake ass peopl that dont respect em frontin ass bitch,unsafe,83,16
3,0,3,0,1,fake nicca aint far dog right ya face,unsafe,48,10
3,0,1,2,2,fake tit velvethoopd hoestephbadd u guess djzeeti twitpic halloween costum,safe,176,18
3,1,2,0,1,fall pussi like quick sand,unsafe,45,8
3,0,3,0,1,fals start bitch,unsafe,19,3
3,0,3,0,1,fam deeznut tell bitch your steril hit em raw gtgtgtgtgtgt,unsafe,111,13
3,0,3,0,1,famous women biggest hoe,unsafe,33,6
3,0,0,3,2,fantasi squad trash,safe,31,6
3,1,2,0,1,fat trel niggah,unsafe,30,5
3,2,1,0,0,fat ass hoe hold machin,unsafe,34,7
3,3,0,0,0,fat ass inbr redneck like paula deen breed go extinct mean look woman would hate scale,unsafe,130,26
3,1,2,0,1,fat bitch,unsafe,9,2
6,0,6,0,1,fat bitch twitter name princesscookieneckbackcrack lmaoo,unsafe,94,10
3,0,3,0,1,fat bitch got pictur,unsafe,33,6
3,0,3,0,1,fat bitch need love ill fuck em,unsafe,57,9
3,2,1,0,0,fat fuck funki nasti ass hoe,unsafe,32,6
9,1,8,0,1,fat hoe twitter call barbi bitch aint damn barbi damn care bear,unsafe,100,18
3,2,1,0,0,faux nois pundit dont like duck molest proslaveri racist homophob teabagg darl phil robertson either,unsafe,140,16
3,2,0,1,0,faux nois pundit dont like duck molest proslaveri racist homophob teabagg darl phil robertson either,unsafe,138,16
6,0,6,0,1,fck dem old hoe doubl entre,unsafe,41,7
3,0,2,1,1,fear bitch,unsafe,13,3
3,1,2,0,1,fear queer,unsafe,38,4
3,0,3,0,1,feb record set day word faggot appar,unsafe,87,13
3,0,3,0,1,fed ex real hoe boy,unsafe,25,6
3,0,3,0,1,feeeeel tuna feelliii cunt,unsafe,32,4
3,0,3,0,1,feel like bitch call cop peopl id rather bitch go jail someon get hit wreck less driver,unsafe,130,27
3,0,3,0,1,feel like aint let warm eat pussi half hour got goin nut,unsafe,107,26
3,0,3,0,1,feelin like bitch want feelin like hoe bitch want,unsafe,94,19
3,0,3,0,1,fell asleep woke weird ass stare never seen beaner sleep,unsafe,96,19
6,0,0,6,2,femal jihadi european amp american grave danger joe america via mattwalshblog,safe,115,14
3,0,2,1,1,femal act like never seen nicca rais kid reaction make laugh everi time,unsafe,102,20
3,0,3,0,1,femal alway tryna make nigga feel bad shit like bitch ima smoke weed happi day,unsafe,111,22
3,0,3,0,1,femal damn near nake wonder nicca jus wanna fuk lol,unsafe,65,12
3,0,3,0,1,femal never understand guy dont give af femal dont like like stop trippin dont know hoe,unsafe,130,23
3,0,3,0,1,femal dirti bro real talk gotta play bitch day dont still gonna,unsafe,118,24
3,0,3,0,1,femal talk nicca point femal tip,unsafe,83,18
3,0,3,0,1,femal use breast cancer awar month excus hoe social site smh know damn well know noth shit,unsafe,139,26
3,2,1,0,0,feminist aka bitch,unsafe,21,4
3,0,3,0,1,fenkel bitch,unsafe,21,4
3,0,3,0,1,ferrari addict bitch wonder thing,unsafe,47,7
3,0,3,0,1,instagram like bitch swear dat,unsafe,44,9
3,0,2,1,1,fight rt robb cuz theyr trash rt markiemarc mani cent corn dog order today,unsafe,109,19
3,1,2,0,1,fight den hoe,unsafe,16,4
3,0,3,0,1,fight tubbi bitch josecanseco ill fight anyon,unsafe,64,9
3,0,2,1,1,fight night tonight go cotto smack pompous cunt front million mayweathercotto,unsafe,98,15
3,1,2,0,1,fight internet like compet special olymp even win your still retard,unsafe,107,18
3,0,0,3,2,figur da ofay like see famili pitcher,safe,71,11
3,0,3,0,1,final back behind stick visit bitch vbar stmarksplac eastvillag nyc richmahogani,unsafe,123,14
3,0,0,3,2,final done wif mock regent,safe,39,6
3,0,0,3,2,final got updat pic angel wing color,safe,73,10
3,0,0,3,2,final got medicin cracker,safe,37,6
3,0,3,0,1,final run game everybodi trippin ion give fuck got bitch drippin,unsafe,104,19
3,0,3,0,1,find waldo escap bitch,unsafe,113,8
3,0,3,0,1,find big butt bitch somewher get nut kiss,unsafe,109,12
3,1,2,0,1,find ass push stair accid throw water floor shit kick bitch,unsafe,106,21
3,0,1,2,2,find cheap craigslist need new tranni,safe,82,13
3,0,0,3,2,fine ill settl oreo milkshak,safe,38,7
3,0,3,0,1,fine ass fat bitch twitterlurk,unsafe,37,5
3,0,1,2,2,fine chick lap danc alway trash,safe,35,6
3,0,3,0,1,fine hoe,unsafe,34,4
3,0,0,3,2,finish yankeeographi still hate arizona dback win yanke shoulda,safe,103,16
4,0,4,0,1,finna favorit last tweet nicca kno knew wassup,unsafe,66,13
6,0,6,0,1,finna get caus bitch come wrong,unsafe,50,10
3,0,3,0,1,fire bitch,unsafe,35,3
3,0,2,1,1,firebal turn cool liquor use sponsor byto drink pussi countri dude hear song,unsafe,124,25
3,0,0,3,2,first tbt best drunkest yanke game ever wherescolman everclear,safe,94,11
3,0,3,0,1,first chick bring hashbrown waffl hous right get pussi ate,unsafe,91,17
3,0,3,0,1,first game first play dat fuck bitch,unsafe,44,9
3,0,0,3,2,first jig night,safe,22,5
3,1,0,2,2,first key club trash pick freshman tbt,safe,75,11
6,0,6,0,1,first type bitch,unsafe,33,8
3,0,3,0,1,first fuck bitch amp click claim,unsafe,63,12
6,1,5,0,1,first white bitch wanna ask extra question amp shit amp lil bitch everyth skinni ass,unsafe,120,21
3,2,1,0,0,first thing hit lotto buy moniqueeedavi two fat bitch watch eat one sit,unsafe,120,23
3,0,2,1,1,first thing wit ya next minut ya like hoe clipper,unsafe,83,16
3,0,3,0,1,fit girbuad strap bitch would raw hell,unsafe,57,10
3,1,0,2,2,fitzpatrick trash bruh,safe,25,4
3,0,3,0,1,fizz whole hoe outchea see would walk,unsafe,50,10
3,0,0,3,2,flabbi bird sound turribl lol ill stick watch paint dri,safe,74,12
3,0,3,0,1,flag bitch ghat damn night well play flag shit,unsafe,84,14
3,2,1,0,0,flame faggot public state want everyth hand like fuck dude get bottom ass someth,unsafe,139,24
3,0,0,3,2,flappi bird instead studi sound great flappybirdisruiningmylif,safe,91,8
3,0,0,3,2,flappi bird gonna death,safe,39,9
3,0,0,3,2,flappi bird bull,safe,23,4
3,0,0,3,2,flappi bird stress,safe,27,5
3,0,3,0,1,flashin money ya bitch nail done,unsafe,43,8
6,0,6,0,1,flaw bitch flaw bitch everywher,unsafe,38,5
3,0,1,2,2,flight liberia rerout ferguson bird stone,safe,75,13
3,0,0,3,2,flip back forth yanke playoff basebal trainwreck former known new york jet,safe,112,18
3,0,3,0,1,flo bad bitch,unsafe,18,5
3,0,0,3,2,floppi bird chalmer take hero lebron,safe,59,10
3,0,3,0,1,floyd pleas deliv temptat oh wish bitch would hurri thee fuck surfboard bed,unsafe,121,25
3,0,2,1,1,fluffi retard homeboy call babi rattlesnak friend kiss babi rattler kill man,unsafe,147,22
6,0,6,0,1,fli bitch aladdin rug,unsafe,29,7
3,0,3,0,1,fli nicca parachut,unsafe,22,4
3,0,1,2,2,fole vs er san fran eli vs redskin dc,safe,50,12
6,0,0,6,2,foley abduct link british jihadi kidnap ring via joshrogin elilak,safe,104,12
3,0,3,0,1,follow nicca ig imhollywoodjay,unsafe,38,6
6,2,3,1,1,follow nicca ig imyungjay,unsafe,33,6
6,0,6,0,1,follow ah bitch ig tho inkkofrosess,unsafe,39,7
3,0,3,0,1,follow back bitch,unsafe,21,4
3,1,2,0,1,follow nigga cgbugatti niggaz hate nd flag possibl fuck ya bitch that yall,unsafe,126,17
3,0,3,0,1,footbal thing got bae dont got hoe come go time start focus someth that real,unsafe,134,27
3,1,2,0,1,faggot ass nigga crys peopl talk kick certain make lot fuck shoe comment that yall man smfh,unsafe,139,26
3,0,3,0,1,last hour get stomach tattoo felt like go puke god damnit pussi,unsafe,105,21
3,2,1,0,0,know nigga rapist yall hoe dumb daniellathepimp melt,unsafe,115,14
3,0,3,0,1,hoe know could dj zetti,unsafe,41,10
6,1,5,0,1,psycholog bitch period chill tf,unsafe,95,15
6,1,5,0,1,everi hoe there nigga tryna save make turn good womansh jus keep ignor text,unsafe,137,26
3,0,2,1,1,everi thirst dog lie thirsti bitch,unsafe,42,8
3,0,3,0,1,guy bros hoe girl chick dick whoever back fake ass peopl day,unsafe,126,24
3,1,2,0,1,instancenikki said bet wont fight said bet said bet whip quick uturn whoop ass went jail,unsafe,145,26
3,0,3,0,1,reason alway assum guy act like truck tini dick haha fag,unsafe,90,18
3,0,3,0,1,bold peopl confront seem make bitch alot,unsafe,75,14
3,0,0,3,2,wonder dhs buy ammo know charli manson er barackobama race war start potus,safe,140,26
3,0,3,0,1,bitch nigga,unsafe,63,8
3,0,3,0,1,forget rest bitch face next hot new trend rest drunk face,unsafe,81,14
3,0,3,0,1,forgiato fest dalla year fuck yeah bitch,unsafe,49,9
3,0,3,0,1,forgot good nhl bad chiefgam pussi wont buy scare get fuckin scrape,unsafe,109,22
6,0,0,6,2,former towi star charli king come youtub inspir congrat charliek welcom famili,safe,139,18
3,0,3,0,1,forreal forreal would let founder capcom fuck bitch made street fighter marvel vs capcom eternallygr,unsafe,130,21
3,0,3,0,1,fort truck dude hoe ass lol,unsafe,35,7
3,0,0,3,2,foto imapython bieg albino sea turtl think u mean soul ocean,safe,96,15
3,0,0,3,2,foto mimiblargh ok pls consid kingdom birb u guess bird,safe,130,20
3,0,0,3,2,four hor back iphon haha joke,safe,62,10
3,0,3,0,1,franki twat bb,unsafe,24,5
3,0,3,0,1,freak hoe,unsafe,10,2
3,0,3,0,1,freak hoe got sever,unsafe,22,4
3,1,2,0,1,freaki bitch eat dick im play madden,unsafe,50,9
3,1,2,0,1,freaki bitch hi,unsafe,15,3
3,2,1,0,0,fredo bitch ass nigga nigga fire shot pop didnt get cuz drop gun smh,unsafe,121,27
3,0,3,0,1,free iiiv nigga let dog moma said pussi cat insid dog hous sb gang,unsafe,122,21
9,0,9,0,1,free ballout lil bitch,unsafe,41,5
3,0,0,3,2,free bird,safe,10,2
3,0,0,3,2,free bird lol,safe,15,3
6,0,5,1,1,free bitch stay use yo hol yo cdfu heretimi,unsafe,74,13
6,0,6,0,1,free lee bitch l,unsafe,42,5
6,0,6,0,1,free lil cj bitch wait decemberth,unsafe,49,10
3,0,3,0,1,free love amp sexual liber seem dawn lot consequ free pussi negro alway forget histori,unsafe,144,25
3,0,3,0,1,free brother turt gn bitch,unsafe,35,7
3,1,2,0,1,free niggah c,unsafe,17,4
3,0,0,3,2,free pattern ador crochet border butterfli ladybug flower bumblebe hat edg trim,safe,122,15
6,0,6,0,1,free hoe,unsafe,23,4
3,0,3,0,1,free hoe x,unsafe,26,5
3,0,1,2,2,free wop,safe,8,2
3,0,1,2,2,freez nip,safe,32,6
3,0,0,3,2,french word potato translat earth appl banana long yellow tree appl submarin big wet hollow kaboom appl,safe,133,21
3,0,3,0,1,fresh japanes model toy succul pussi shecum,unsafe,88,10
3,0,0,3,2,fresh gym yet im bout eat free bird,safe,53,12
3,0,3,0,1,fresh polo bitch,unsafe,25,5
3,1,2,0,1,freshman year rememb like yesterday lowkey plot baddest bitch clown ass nigguh swoop dat lol,unsafe,136,25
3,0,3,0,1,friday gunna bitch,unsafe,27,6
3,0,1,2,2,friend foe nicca state ya biz,safe,35,8
3,1,2,0,1,friend zone ass nigguh,unsafe,22,4
3,0,0,3,2,friend advic western report koban dont advertis locat jihadi track u amp consid u highpriz target isi,safe,144,22
3,0,3,0,1,friend becom foe girlfriend becom hoe,unsafe,44,6
3,0,1,2,2,friend dont let friend becom guido themoreyouknow,safe,56,7
3,0,0,3,2,jihadi stream rutba anbar provinc iraq,safe,72,8
6,5,1,0,0,call radic muslim nigger fit racist racist anyon hate america,unsafe,140,26
6,0,6,0,1,point saw treat bitch fuck lose number aint answer shit,unsafe,104,20
3,0,0,3,2,espn yanke game recap sellout crowd brave degre temperatur lol that weather struggl,safe,137,20
3,0,0,3,2,archiv thatandyrosss favorit bondag essay thunderbal stori shi kid,safe,139,19
3,1,2,0,1,front bitch get got island dick never hit im front ass nigga,unsafe,121,24
3,0,1,2,2,frozen pea ibuprofen new best friend crippl,safe,58,10
3,1,2,0,1,fruit tf woh think trynna serv nigguh dat lame shit,unsafe,77,17
3,0,1,2,2,frustrat bitch,safe,28,6
3,0,3,0,1,fuc u say ayyyethatschubb hoe look good ig,unsafe,97,13
3,0,3,0,1,fucc nicca,unsafe,10,2
3,1,2,0,1,fucc nicca dnt want smoke,unsafe,29,6
3,0,2,1,1,fucc u primo aint nobodi ask u fav dink lie,unsafe,46,11
3,0,3,0,1,fucc yo face card nicca umightnotgetin beerandtaco wethelastonesleft milkthec respectthecultur,unsafe,127,11
3,0,3,0,1,fuccn yo bitch wet like pool,unsafe,47,9
3,0,3,0,1,fuccn yo bitch last night say nigga,unsafe,51,10
3,0,3,0,1,fuck im bitch,unsafe,22,5
3,2,0,1,0,fuck mlk antsoo vonteeeee lexii keep favorit coon tweet mlk didnt die,unsafe,133,18
3,1,2,0,1,fuck staten island place pussi,unsafe,40,7
3,2,1,0,0,fuck ur god dat faggot strike,unsafe,44,9
3,0,3,0,1,fuck ya feel aint sorri bitch,unsafe,39,7
3,0,3,0,1,fuck bitch flip brick,unsafe,25,6
3,0,3,0,1,fuck hot head pussi gt cold heart,unsafe,39,10
3,2,1,0,0,fuck lame nigga lame bitch,unsafe,39,9
3,0,3,0,1,fuck nigga feel fuck nigga bitch,unsafe,42,8
3,0,3,0,1,fuck opp thot well shoot bitch,unsafe,35,8
6,0,6,0,1,fuck bitch disrespect dont care talk fuck ya boyfriend still speak girlfriend,unsafe,132,24
3,0,3,0,1,fuck huggin kiss fuck bitch,unsafe,56,11
3,0,3,0,1,fuck talk bitch u got name mouth,unsafe,55,13
6,0,6,0,1,fuck dirti hoe bitch basic,unsafe,45,8
3,0,3,0,1,fuck u stupid hoe idgafmod,unsafe,33,6
3,0,3,0,1,fuck yall hoe gang shit,unsafe,58,8
3,0,3,0,1,fuck hoe keep give number colleg lmao,unsafe,66,13
3,0,3,0,1,fuck around amp take hoe back,unsafe,37,7
4,0,4,0,1,fuck around get honeybun took bitch cri nigga,unsafe,81,15
3,0,3,0,1,fuck around wast time ill fuck bitch hate one friend love,unsafe,107,19
3,1,2,0,1,fuck around wit n nigga n well turn dis bitch insid,unsafe,64,14
3,2,1,0,0,fuck ass redskin corner,unsafe,24,4
3,0,3,0,1,fuck bad bitch,unsafe,16,3
3,0,3,0,1,fuck bitch get money,unsafe,22,4
3,0,3,0,1,fuck bitch get money ayyyyeeee,unsafe,33,5
3,0,3,0,1,fuck bitch get money mission complet,unsafe,40,6
3,2,1,0,0,fuck boi fag,unsafe,12,3
9,0,8,1,1,fuck class gon bitch tomorrow,unsafe,34,7
3,0,3,0,1,fuck da bull trash ass music nigga fredosantana fuck da cav,unsafe,89,13
3,1,2,0,1,fuck dat bitch,unsafe,14,3
3,1,2,0,1,fuck drama class bitch bore hell,unsafe,43,8
3,0,3,0,1,fuck fight music bitch lose ya life music,unsafe,51,10
6,1,5,0,1,fuck fleeto like id cut cunt,unsafe,40,9
6,0,6,0,1,fuck pussi fuck mouth fuck ass caus nasti,unsafe,115,15
3,0,3,0,1,fuck pussi fuck mouth fuck ass caus nasti,unsafe,134,16
3,2,1,0,0,fuck pussi fuck mouth fuck ass caus nasti,unsafe,58,12
6,0,6,0,1,fuck right pussi,unsafe,28,6
6,0,6,0,1,fuck yall sayin bitch hd love,unsafe,51,10
3,0,3,0,1,fuck yaw sayin bitch hood love,unsafe,64,9
3,0,3,0,1,fuck tweet anyon go answer yall nigger dont repli pm niggerfag niggerfag niggerfag,unsafe,136,27
3,0,3,0,1,fuck ms patrick bitch cant teach shit,unsafe,48,9
3,0,3,0,1,fuck ex bitch,unsafe,16,4
3,0,3,0,1,fuck niggah add upgtgtgt,unsafe,35,5
3,0,3,0,1,fuck nigguh trynna talk wtf finna talk,unsafe,56,11
3,0,3,0,1,fuck bitch,unsafe,14,3
3,0,3,0,1,fuck rebuild tranni im drive like last year till final goe,unsafe,127,21
3,0,3,0,1,fuck dancehal shit thru twerktap bitch,unsafe,55,9
3,0,3,0,1,fuck got curfew break bitch tho idgaf could fuss curs get home lmfao,unsafe,108,25
6,0,6,0,1,fuck bitch,unsafe,15,3
3,1,2,0,1,fuck hoe,unsafe,14,3
3,0,3,0,1,fuck hoe,unsafe,14,3
3,2,1,0,0,fuck hoe that exact dese hoe doin gettin fuck nd yall nigga one blame,unsafe,97,18
6,2,4,0,1,fuck new bitch think found,unsafe,47,10
3,2,1,0,0,fuck nigga shit olivia pussi got fitz go batshit,unsafe,67,11
6,0,6,0,1,fuck niggah weak cant tell freak,unsafe,57,13
6,4,2,0,0,fuck niggah weak cant tell freak,unsafe,58,13
3,0,3,0,1,fuck shit im bitch,unsafe,33,7
3,1,2,0,1,fuck stupid bitch,unsafe,34,5
3,1,2,0,1,fuck church attend fuck god fuck nigguh call savior fuck new world order babi,unsafe,117,24
3,1,2,0,1,fuck club especi dalla club noth stank pussi thirsti nigga,unsafe,83,13
3,0,3,0,1,fuck court fine add mf dollar bitch,unsafe,70,15
3,0,3,0,1,fuck cowboy giant redskin eaglesn bleedgreen,unsafe,66,9
6,1,5,0,1,fuck rocket everyth get howard bitch ass sign bitter laker fan lol,unsafe,94,17
3,0,3,0,1,fuck bitch,unsafe,44,3
3,0,3,0,1,fuck hoe got award alreadi,unsafe,42,8
3,0,3,0,1,fuck kid bitch,unsafe,20,4
3,0,3,0,1,fuck bitch rt kinghorsedick stop women bash rt vianawf women dont exist generat,unsafe,111,17
9,2,7,0,1,fuck hoe im gone,unsafe,39,6
3,0,3,0,1,fuck need fat bitch skinni bitch aint hungri da mula hahaha,unsafe,82,16
3,0,3,0,1,fuck bitch idc tgif,unsafe,25,5
6,1,5,0,1,fuck fuckin bitch stupid analysi bullshit,unsafe,55,9
3,1,2,0,1,fuck hoe ass professor look like extra halloween town,unsafe,72,13
6,1,5,0,1,fuck mexican bitch talk much think shes ivi leagu scholar,unsafe,83,15
3,0,3,0,1,fuck u bitch call cop,unsafe,28,7
3,2,1,0,0,fuck u nigga gonna mfka thing oh bitch ass wack ass nigga yall fake ass peopl,unsafe,94,20
3,0,3,0,1,fuck bitch say hood love,unsafe,41,9
3,0,3,0,1,fuck rapper say bitch la,unsafe,35,8
3,0,3,0,1,fuck think think bitch produc fuck outta shit tell still rock vast major skit,unsafe,142,27
3,0,3,0,1,fuck wit us tweakin hoe,unsafe,30,7
3,0,3,0,1,fuck us know tweakin hoe,unsafe,36,8
3,1,2,0,1,fuck wnba fuck dyke set gotnoset,unsafe,42,9
3,0,3,0,1,fuck ya main hoe claimin mob hav brake ya heart wen rob ya inda daark,unsafe,83,19
3,0,3,0,1,fuck bitch talk,unsafe,39,8
3,0,3,0,1,fuck bitch fuck piss take second take fuck minut,unsafe,119,18
3,0,3,0,1,fuck bitch send dude child support court your petti,unsafe,80,14
3,1,2,0,1,fuck bruh ima look young bitch,unsafe,44,9
3,2,1,0,0,fuck faggot alohahoesss grow rt sbabylif im gonna old ass man still play video game,unsafe,111,19
3,3,0,0,0,fuck fuck stupid cheat bitch go lick dick die ur stupid nigger bitch,unsafe,91,19
3,3,0,0,0,fuck ghetto ass coon,unsafe,25,5
3,0,3,0,1,fuck niggah im cold amp aunt said throw peopl im go take shower,unsafe,111,22
3,1,2,0,1,fuck bitch shove work ass,unsafe,49,10
3,1,2,0,1,fuck tweetin emoji faggot rt francoiskilljoy sole,unsafe,106,12
3,0,3,0,1,fuck bobcosta footbal scum woulda stab gf death slit wrist instead shoot yer fool,unsafe,124,22
3,1,2,0,1,fuck hoe ass nigga rtuberfact whitefront parrot speci besid human french kiss prelud sex,unsafe,140,24
3,0,3,0,1,fuck dread fire hoe rt watch end,unsafe,67,15
3,0,2,1,1,fuck hostess liquid baker strike continu thursday end twinki,unsafe,122,15
6,0,6,0,1,fuck shit yo bitch earlier said couldnt stand straight,unsafe,73,13
3,0,3,0,1,fuck freak hoe tell ya pose homeboy pillow talk fuknicca,unsafe,95,19
3,0,3,0,1,fuck bitch met,unsafe,41,7
3,1,2,0,1,fucken pussi,unsafe,12,2
6,1,5,0,1,fuckin pussi pass,unsafe,26,4
3,2,1,0,0,fuckin faggot man scienc know fuck cant procreat without help breeder treat fanci sin,unsafe,127,20
3,0,3,0,1,fuckin moron snortin oxycontin wearin cotton oxymoron like buff faggot playin sissi dike,unsafe,98,13
3,0,3,0,1,fuck bitch never hit nigga back,unsafe,41,8
3,1,2,0,1,fuck cunt,unsafe,14,2
3,1,2,0,1,fuck douch bro your fag,unsafe,32,6
3,3,0,0,0,fuck faggot dmvfollow arent live dc maryland va,unsafe,71,12
3,0,3,0,1,fuck flake ass bitch,unsafe,25,4
3,2,1,0,0,fuck gook,unsafe,12,2
3,0,3,0,1,fuck hate ghetto girl swear bruh,unsafe,38,7
3,1,2,0,1,fuck hate ghetto girl bruh,unsafe,30,5
3,3,0,0,0,fuck hate coon ahh uncl,unsafe,30,6
3,0,3,0,1,fuck lie cunt man gotta love,unsafe,40,7
3,0,3,0,1,fuck pussi bruh lol,unsafe,22,4
3,2,1,0,0,fuck redneck queer game invit,unsafe,45,7
3,0,3,0,1,fuck thirsti bitch,unsafe,23,3
6,0,6,0,1,fuck told bitch,unsafe,55,7
3,0,3,0,1,fuck trash carmeloanthoni,unsafe,29,3
3,0,3,0,1,fuck twat rt echbhik xavi check grass haha,unsafe,78,10
3,2,1,0,0,fuck hoe nigga dont dumbi,unsafe,47,9
3,1,2,0,1,fuckkkk faggot commi,unsafe,49,5
3,2,1,0,0,fuckkkkk nig g tho gonna come back,unsafe,46,10
3,0,3,0,1,fuhk hoe dont want back classic joint,unsafe,75,12
3,0,3,0,1,fuk dat bitch lol dropolo voic,unsafe,32,6
3,0,3,0,1,fuk u bitch,unsafe,34,4
3,2,1,0,0,fuk wit real nicca,unsafe,20,5
3,1,2,0,1,fukn wit nicca luey boi smoke gas jus kickn shit whereyallatwitit,unsafe,80,15
3,0,2,1,1,funni watch nig interview espn,unsafe,40,7
3,2,1,0,0,funniest yt comment ever receiv nigger gonna nig shrug lmao racist muthafucka caught guard,unsafe,114,19
3,0,3,0,1,funni see gay men grindr profil bitch tv privaci right,unsafe,75,14
3,0,0,3,2,funni thing isit peopl peopl see pic judg bird wrong,safe,128,23
3,1,2,0,1,fuuuuuck stupid fuck cunt,unsafe,36,6
3,0,3,0,1,fuuuuuuuuck bitch snowpierc,unsafe,36,4
3,0,3,0,1,gs hoe motherfuck bounc,unsafe,58,10
