count,hate_speech_count,offensive_language_count,neither_count,class,labels,cleaned_tweet
3,0,3,0,0,negative,say want nigga friendly pussy like casper friendly ghost
6,0,6,0,0,negative,come pray find time bitch
3,0,3,0,0,negative,could bitch
3,0,3,0,0,negative,could meeeeeee bitch
3,0,3,0,0,negative,da fucc gone believe selling bricks wit dirty ass kicks nicca u sellin shit
3,1,2,0,0,negative,get stuck worlds biggest cunt sister wanna set cunt fire send straight hell
3,0,3,0,0,negative,tell cashier tryna fuck right pussy
3,0,3,0,0,negative,ask broad eat pussy
3,0,3,0,0,negative,bloke someone insta dumb bitch scares
3,0,3,0,0,negative,go sleep night bitch not one sleeping youuu
3,0,3,0,0,negative,greet friends yo bitch
6,1,5,0,0,negative,photoshop still ugly like cheating test still failing ashamed bitch
3,0,3,0,0,negative,filthy cunt pretend obama threatening amnesty not vastly egregious boehner obamacare tcot
3,0,3,0,0,negative,move room full stay faithful room full hoes
3,0,0,3,1,positive,angry birds movie going work floating bird heads
3,0,0,3,1,positive,not yellow ronaldo full body bumping ref
3,1,0,2,1,positive,long redskins change nsme memorabilia w redskind name deemef racist therefore illegal thoughts
3,0,1,2,1,positive,long going let fools ferguson continue stop pussy footin amp disperse whatever means necessary
3,0,0,3,1,positive,many yankees players k hits put derekjeter conversation best yankee ever numbers demand
3,0,3,0,0,negative,many times hoes look picture day
3,0,3,0,0,negative,mich time p p hold nigga bitch catch
3,1,2,0,0,negative,bestf gon call people like ima regular niggah smh
3,0,1,2,1,positive,gung ho
6,1,5,0,0,negative,stay faithful room full hoes
3,0,3,0,0,negative,tf act like bitch
3,0,1,2,1,positive,hell david murphy hit not home run clearly yellow line another umpire mess smh
3,1,2,0,0,negative,ugly ass nigga gets pussy
3,0,3,0,0,negative,u know u dont get real life pussy carin bout enterin dms enter dms anytime
3,0,3,0,0,negative,associate even entertain bitch ass nigga beyond comprehension
3,0,3,0,0,negative,cry like bitch every time chiefs fans friendly debates
3,0,3,0,0,negative,fucc cash u not hoe going respect u poccets broke
3,1,2,0,0,negative,gone wife bitch let niggas lick head public
3,0,3,0,0,negative,gonna use name talmbout pussy tastes lol
4,1,3,0,0,negative,gon start mess try break man home racks kill hoe breezy fam
3,0,3,0,0,negative,like apples pineapple bitch
3,0,2,1,0,negative,livin hoe
3,0,3,0,0,negative,look like big bad mama make fun pretty bitch wow
3,0,3,0,0,negative,rap getcho bitch ya music put mic bro
3,0,3,0,0,negative,stay faithful room full hoes
3,0,3,0,0,negative,unblock bitches
3,0,3,0,0,negative,bitch wearing high heals right
6,0,6,0,0,negative,work bitch
3,0,3,0,0,negative,hugh heffner gonna life support still gettin pussy
3,0,3,0,0,negative,hugh hefner lived life us men dream man still gettin pussy wants
3,0,0,3,1,positive,hugs kisses hugs gives warm fuzzy feeling
3,0,2,1,0,negative,hull yuh mudda cunt six strikers set clasico
3,0,2,1,0,negative,humble personality not hoe best non physical feature opposite sex
3,0,2,1,0,negative,hungry ferkin nips
3,0,3,0,0,negative,hungry hoe
3,0,3,0,0,negative,hunkie resorting dick kicks
3,0,3,0,0,negative,hunnit hoes house amp fckn watch dog ass kb ball ion see bih cause broke hell places goin broke jail
3,0,3,0,0,negative,hurry nigga last key dont kno fiberglass safe get bitch need glass key
3,0,3,0,0,negative,hurry nigga last key dont know fiberglass safe get bitch need glass key
3,0,3,0,0,negative,hustling aint everybody either jus like certain niccas hoop play football certain niccas hustle
3,0,3,0,0,negative,hypocritical little bitch
3,0,3,0,0,negative,confess gt degenerateartist rebelscience walrus sneaks pussy night gt artist paints wife bastards gt
4,1,3,0,0,negative,dont fuck wit youuuuuuuu lil stupid ass bitch
3,1,2,0,0,negative,fucken stand little cunts write damn essay feel something facebook gross
3,0,1,2,1,positive,watched single episode lhhny however watching reunion coon shit mean levels ratcheticity
3,0,2,1,0,negative,listen based god one time im based bitch stfu like stay outa based game
3,0,1,2,1,positive,love amp days remind birth control important later life miss baby bird come home
3,0,3,0,0,negative,minute bitches left nigga hoes forgot like neva met nigga
3,0,3,0,0,negative,absolutely love shanti regardless go bitch
3,0,3,0,0,negative,actually get erin think really nice bit two faced bitch time nasty
3,0,2,1,0,negative,actually hate bitches
3,1,2,0,0,negative,adopted bitches
6,1,5,0,0,negative,finna sleep bitch clock finish noddin meet top
3,0,3,0,0,negative,neva care ah bitch say bout
3,0,3,0,0,negative,killer push revenge like sweetest joy next getting pussy
3,0,3,0,0,negative,afraid cut bitch open package somethin gangsta
3,2,1,0,0,negative,fair since like wanted go since either reason many niggers
3,1,2,0,0,negative,bout listen nigga rap eating pussy
3,0,3,0,0,negative,buying pussy got many followers
3,0,3,0,0,negative,cuffing bitch posting sex gif maybe different
3,0,3,0,0,negative,cutting hair u hoes hc
3,0,3,0,0,negative,turnin bitch
3,0,3,0,0,negative,even know white girls good pussy like dat eitha lbvs winnin
3,0,3,0,0,negative,fenna locked hours day beating dick guilty mf fucking free world pussy
6,0,6,0,0,negative,going movies hoe straight sexing
3,0,3,0,0,negative,got hoes
3,0,3,0,0,negative,got pussy weed bitch suck dick diet
3,0,3,0,0,negative,got type bad bitches thing like
3,0,3,0,0,negative,got time hoe tell hop whip amp shut cadillac doe
3,0,3,0,0,negative,bitch got license
3,0,3,0,0,negative,really trippin money yo shit constantly comes like bitch pussy
3,0,3,0,0,negative,stressin hoes know dat
3,0,3,0,0,negative,talking onna phone butch straight texting ion wanna go movies bitch sexin
3,0,3,0,0,negative,trying fuck bitch want wings
6,0,6,0,0,negative,aint mad bitches thats hoes
3,0,3,0,0,negative,aint mad thats hoes
3,0,3,0,0,negative,aint never prob bitch nigga thts yo nigga cool im older enough go find another
3,0,3,0,0,negative,aint killa dont push revenge sweetest joy next gettin pussy
3,0,3,0,0,negative,aint saying bitch acting like female dog
3,0,3,0,0,negative,almost beat bitch
3,1,2,0,0,negative,almost blacked little cunt disrespecting turtle disrespect gorilla
3,0,3,0,0,negative,almost ran fine red bitch
3,0,0,3,1,positive,almost stepped bird running around floor ah creepy
3,0,3,0,0,negative,almost nice realized people need toughen stop emotional bitches
3,0,3,0,0,negative,already done exposed facebook hoe
3,0,3,0,0,negative,already know buy many bitches drinks tonight never fuck life hits misses gotta take chances
6,2,4,0,0,negative,already know wilson gone hoe later let gone get ammo
3,2,1,0,0,negative,already know trash tatted list things want nigga
3,0,1,2,1,positive,also dream went fob show fob rude getting badly hit creep
3,0,3,0,0,negative,always felt funny chick calling daddy sound sexy bitch need go find dad
3,0,2,1,0,negative,always listen ghetto ass rap get ready football games
3,0,3,0,0,negative,always look like bitch
3,0,3,0,0,negative,always love vent bitches
3,0,0,3,1,positive,always soprised dat mo followers den colored
3,0,3,0,0,negative,always wanted bull dog hoes clean fuck pit
3,0,0,3,1,positive,yankee birth lived much life north see diff level racism
3,0,0,3,1,positive,celestial body hello
3,0,0,3,1,positive,currently using yellow marker literally called spanish orange drawing absolute perfection
3,0,1,2,1,positive,extremely sad admit best st century arabic rhymes written jihadis
3,0,3,0,0,negative,equality law people white black red yellow blue homo hetero well draw line
3,0,3,0,0,negative,hungrier den bitch
3,0,3,0,0,negative,legend bitch
3,0,3,0,0,negative,not side bitch
3,0,3,0,0,negative,listen joe bitch things tell half truths msnbc viewers deserve better morningjoe
3,1,2,0,0,negative,damn done dealing hoes kids puerto rican dominican care
3,0,3,0,0,negative,daddy girl crazy drop bitch second dad bro
3,0,3,0,0,negative,little bitch today
3,1,2,0,0,negative,real vampire nigger
3,0,3,0,0,negative,u said bitch
3,0,3,0,0,negative,approve message good pussy mufucka
3,0,3,0,0,negative,asked two best friends describe three words get back boss ass bitch short feisty mexican love friends
3,0,0,3,1,positive,asked name bird ancient egyptians used sun god heru horus pheonix firebird
3,0,0,3,1,positive,ate monkey andnowihaveebola
3,0,3,0,0,negative,b quick dub bitch sad
3,0,3,0,0,negative,b tryna remind bitches knew u b dis social network fame
3,0,3,0,0,negative,based niggas bitch look
3,0,3,0,0,negative,chillin wit bitches cuz lotta niccas fake
3,0,3,0,0,negative,damn go ova dea n get ass blown kno wat look like bitch play call duty frequently
3,0,3,0,0,negative,drippin much damn sauce got bitches ready lick
3,0,3,0,0,negative,joked half broads brag good pussy head game
3,0,3,0,0,negative,like nigga real mark ass bitch lol
3,0,3,0,0,negative,like bitch please lol
3,0,3,0,0,negative,lonely hoes
3,0,3,0,0,negative,lying got theses bitches like u fuckin mind really focus money
3,0,3,0,0,negative,bitch quickness
3,1,2,0,0,negative,ready tell bitch shut da fuck lol
3,2,1,0,0,negative,sayin done drinkin everyday one friends hit like gotta case faggots turn free beer
3,0,3,0,0,negative,seein bitches whip wit boyfriend lookin like dad eye ballin comes ole salty ass bf
3,0,3,0,0,negative,stalking hoes
3,0,3,0,0,negative,teaching bitches clear bong mon
3,1,2,0,0,negative,telling mcgirt music enough gotta non music related agenda crackers want sell something face
3,1,2,0,0,negative,try log ig like pics bitches dont posting pics
3,0,3,0,0,negative,using fufu bitches
3,0,3,0,0,negative,waiting bitch sneak diss ing idc
3,0,3,0,0,negative,waking niccas lol
3,2,1,0,0,negative,waking new shit like fuck bitch shit
6,0,5,1,0,negative,beat pussy yg
3,0,3,0,0,negative,become bitch day day
6,0,6,0,0,negative,getting bitches whole life getting money whole life
6,0,5,1,0,negative,getting money worried bout hoe
3,0,3,0,0,negative,getting money worried bout hoe
3,0,3,0,0,negative,getting money worried hoe
6,1,5,0,0,negative,goin thru shit niggas bitch lookin like wanna switch
3,1,2,0,0,negative,atlanta mins nd got bad hoes numbers
3,1,2,0,0,negative,hospital since tryna stay awake hrs sip usse party rest coons
3,0,3,0,0,negative,slackin ice game needa cop watch fuck instagram hoe amp press block
3,0,2,1,0,negative,thugging theses hoes since pre school
3,0,0,3,1,positive,mushroom mountain twice countin nothin compares blue amp yellow purple pills
3,0,3,0,0,negative,way consistent niggas drop trash get appreciated
3,0,3,0,0,negative,stud year bitch attitude nasty
3,0,3,0,0,negative,beg differ lip bittin shit dis bitch bit lip nd tried suck blood aint shit sexy
6,1,5,0,0,negative,bent yo bitch mad niggas broke laugh
3,0,3,0,0,negative,bet rey go crazy ona bitch jack llab
3,0,3,0,0,negative,bet took twitter cencus least basic ass bitches
3,0,3,0,0,negative,bet nigga got charged murder tha intro gucci vs guwop cause straight killed hoe freegucci freeradric
3,0,3,0,0,negative,bet bitches trying set
3,0,3,0,0,negative,bet u john elway gets way pussy john dorsey
3,0,3,0,0,negative,bet gonna see game loan player reviews people much cunt
3,2,1,0,0,negative,bet think chill savage huh fucking faggot
3,0,3,0,0,negative,bitch lot coo
3,0,2,1,0,negative,bitch tell addicted pussy lookin pass
3,1,2,0,0,negative,bought went back neighborhood busted bitch
3,0,3,0,0,negative,bought sumblime shirt birthday kinda wanna cunt ask back lol indiangiver
3,0,3,0,0,negative,bought hummus broccoli need snacks shit need buy crackers shit
3,0,3,0,0,negative,broke baby outta thug stage n turned pussy hard show feelings lit bit
3,0,3,0,0,negative,called least times make hair appointment bitches pick guess stop make appointment grrr
3,0,3,0,0,negative,called work n bitch said might not want go back
3,0,3,0,0,negative,bitch fine
3,0,3,0,0,negative,vengeful cunt
3,0,3,0,0,negative,fuck yo bitch
3,0,3,0,0,negative,guarantee bitches follow
3,0,0,3,1,positive,hear birds outside
3,0,0,3,1,positive,hear mom playing flappy bird living room
3,0,0,3,1,positive,hear birds chirpin
3,0,1,2,1,positive,jig jig jig like new jigging got much could really gotta shape
6,1,5,0,0,negative,set hoe fire
3,0,3,0,0,negative,make bitch famous
3,0,3,0,0,negative,make dike say leavin lady make lady say leavin pussy ass nigga gave baby
6,0,6,0,0,negative,neva count stash cause always lose count neva keep bitch cuz put hoes
3,0,3,0,0,negative,not amp not fuck theses dawg ass hoes
3,0,3,0,0,negative,see ya hoes amp em nothin
3,0,3,0,0,negative,taste loud n pussy tongue
3,0,2,1,0,negative,tell certain specific people posting group corporate fb twitter page consistent retarded hashtags makeshitup
3,0,2,1,0,negative,turn hoe housewife cause know love thats missing
3,0,3,0,0,negative,stand ex let go like bitch get life nobody stuntin yo ass
6,0,6,0,0,negative,argue bitch nigga
3,0,3,0,0,negative,believe jealous think goddamn bitch room take pic bed shirt
3,0,3,0,0,negative,believe someone announced movie crowd came bitches
3,0,3,0,0,negative,believe ghetto fucks left little kid next playing fucking everything odds survival minimal
9,3,6,0,0,negative,believe nigga told put nutella bitch eat wildnigga
3,2,1,0,0,negative,blow bubbles whistle basically retarded
3,0,3,0,0,negative,entertain hoes broke niggas
3,0,3,0,0,negative,even away phone long karlie right crazy bitch
3,0,0,3,1,positive,even find mock anymore scary mass ignorance terrifying yes alas agree
3,0,3,0,0,negative,ever eat roast beef anymore without thinkin bout dark skin twat thanks lot twitter ig
3,0,3,0,0,negative,express much hate sam far hands questions asked least favorite character bitch made freaksandgeeks
3,2,1,0,0,negative,fuck scary hoe
3,2,1,0,0,negative,fuck ol bitch niggas desert dicks
3,0,3,0,0,negative,fuck girls talk pussy social media
3,0,3,0,0,negative,fuck hoe niggas trust hoes niether
3,0,3,0,0,negative,fuck mo hoe sorry
3,0,3,0,0,negative,handle people give attitude dead quick like nasty bitch
3,1,2,0,0,negative,never bitch nigga thats get treated like bitch
3,0,0,3,1,positive,play flappy bird makes angry
3,0,0,3,1,positive,sleep ima watch spongebob eat crackers peanut butter
3,0,3,0,0,negative,stand fag bitch like fucc get amp make money
3,0,3,0,0,negative,stand snobby stuck bitch
6,1,5,0,0,negative,stand fat bitch next hairy ass legs kiss imik
3,0,3,0,0,negative,stand see ex another ugly bitch
3,0,3,0,0,negative,take yo bitch see yo bitch
3,0,3,0,0,negative,take hoes serious everything nigga need woman look good amp
3,0,0,3,1,positive,take serious wear colored contacts
3,0,3,0,0,negative,talk anyone go answer little phone calls little bitches low bathroom foh
3,1,2,0,0,negative,tell want fuck want slit throat
3,1,2,0,0,negative,tell last time seen niggaz fight see bitches fight video daily
3,0,3,0,0,negative,trust bitch
3,0,0,3,1,positive,wait post designs new walkout shirts sweaters hats official mock done tomorrow sexy
3,0,3,0,0,negative,wait turnup bitches miss
4,1,1,2,1,positive,wait watch saints put weiner right cowboys butts dallas trash
3,0,0,3,1,positive,watch charlie st cloud cry like little baby every single time
3,0,3,0,0,negative,second class bitches
6,0,6,0,0,negative,disrespect ass bitches
3,0,3,0,0,negative,cannot worried bout bitch cause know bitch could somewhere sucking dick ayeeee
3,0,1,2,1,positive,cannot express infinitely better book trash
3,1,2,0,0,negative,cant fuc wit bitch thats addicted drugz
3,0,3,0,0,negative,chase bread hoes cause never met dollar aint like facts
3,0,3,0,0,negative,cheated bitches tf lol nobody even wanted committed shit
3,0,2,1,0,negative,come wit rocks yu get popped light yellow chevy color popcorn
3,0,1,2,1,positive,confess autistic something thought aerosmith dreamon ledzeppelin like yesterday retarded
6,0,6,0,0,negative,copped uzi need bullets bitch
3,0,3,0,0,negative,could never bring fw bitch nigga wears everybody else shit like um broke amp bummy ya fuccing boof
3,0,3,0,0,negative,could b like chicks streets slingin pussy couple dollars im not
3,0,3,0,0,negative,could blank son bitches getatme goofy fuckmongo naynayismongo
3,0,0,3,1,positive,could go brownie right
3,0,3,0,0,negative,could many bitches right lately loving flee
3,0,3,0,0,negative,could say name butttttttt ya bitch already knows
6,0,6,0,0,negative,coulda sworn last bitch tunchi ig
3,0,3,0,0,negative,mama joyce wedding grumpy ass bitch
3,0,1,2,1,positive,press send tweet anchor babies even raw
3,0,3,0,0,negative,cuff hoes
6,0,6,0,0,negative,curved yo bitch welcome
3,0,3,0,0,negative,cut life reason stupid bitch follow twitta
3,0,3,0,0,negative,dare bitch key truck
3,0,0,3,1,positive,def got shades darker cutting mama grass goes yellow frame lol
3,1,2,0,0,negative,definitely cant fw nigga associates wit bitches dont fw tf fuccing goofball
3,0,3,0,0,negative,despise clich aint original bitch copy deleted
3,0,3,0,0,negative,anything bitch hoes get hard dick nbs
3,0,3,0,0,negative,everything trust hoes
9,0,9,0,0,negative,everything except trust hoes
3,0,3,0,0,negative,go school arizona full ugly hoes crushes ended ugly high school damn shame
3,0,3,0,0,negative,even get see baby today smh moms fault selfish bitch
3,2,1,0,0,negative,forsake bitches wife getting fucked another nigga know married gotta die
3,0,2,1,0,negative,know nig g eazy reached million views one songs haha crazy
3,0,3,0,0,negative,wanna see hoe ass pictures anyways take care fuckin kids
3,0,1,2,1,positive,didnt buy alcohol weekend bought fags proud still quid tbh
3,0,3,0,0,negative,dnt let nobody borrow shit amp let girlfriend got sweats lol thas u know runnin shit u otha hoes cant get sock
3,0,3,0,0,negative,alot fucking girl fuck around pussy since migos came
3,3,0,0,0,negative,da flow temple today fo nuttin dat jew wit funky hair tell subhuman tell mo human den monkey
6,0,6,0,0,negative,know one thing though bitches come go
3,0,3,0,0,negative,shit bitches pussy
3,1,2,0,0,negative,dog hoes not one hoes
3,0,0,3,1,positive,talk trash regarding sports
3,0,3,0,0,negative,keep friends come go fuck bitches fake know
3,0,3,0,0,negative,crying stripper bitches left dudes money tho singing
3,0,3,0,0,negative,believe frenemies shit wats bitch like dat u time
6,0,1,5,1,positive,blame crash not sharing probably talk trash like food trucks geoffhatespuppies
3,0,3,0,0,negative,buy pussy cuz free bitch buy lacs
3,0,3,0,0,negative,care hot bitch personality shit shes shit
3,0,3,0,0,negative,care old put front bag takis eat bitch
3,1,2,0,0,negative,care gay yeent bout calling bitch fish thinking shit sweet even like girls
3,0,3,0,0,negative,chase bitches chase dreams
3,0,3,0,0,negative,even play flappy bird anymore fuck
3,0,3,0,0,negative,fck wit luvv pussy better crazy bitch apparently thots
3,1,2,0,0,negative,feel like black people niggers black nigger imma tell idc
3,0,3,0,0,negative,focus bitches bitches focus trenttruce photography patrickos
3,0,3,0,0,negative,fuck wit bitches listen edm shit reason bitches havin mad energy like chill
3,0,2,1,0,negative,fuck wit hoe niggas
3,0,3,0,0,negative,fuck wit bitches cuz think slick
6,2,4,0,0,negative,fuck niggas cause shady fuck bitches want baby
3,1,2,0,0,negative,fuck iffy bitches niggas put fear heart bleed breathe
3,0,3,0,0,negative,get either pussy troll room truth opinions tl social media fucked
6,0,5,1,0,negative,get standing ya tip toes pics hoes taking
3,1,2,0,0,negative,get bitches blame hoe man cheated fault boyfriend could said
6,0,6,0,0,negative,give fuck yo gal yo wifey yo boo came bitch tryna bone
3,0,3,0,0,negative,glorify dis shit bitch
3,0,3,0,0,negative,got type bad bitches thing iike
3,0,3,0,0,negative,got bad mouth fuck shit ass bitch cunt shooby de doo wop
3,0,3,0,0,negative,wife bitch night catching bodies might alright
3,0,3,0,0,negative,iphone manually ignore hoes
6,2,4,0,0,negative,another face bitch face
3,0,3,0,0,negative,hoes myth
3,0,3,0,0,negative,type bad bitches thing like
3,0,3,0,0,negative,hit women slap tf bitch close fisted business though cowardly shit
3,1,2,0,0,negative,hold feelings old flings jus trade dem bitches like old range cap
3,0,3,0,0,negative,kick fuck nights bitches
3,0,3,0,0,negative,know hoe activities consist bc partake shit many damn near tweet without hoe
3,0,1,2,1,positive,know told love project hoes
3,0,0,3,1,positive,know stressful midterms flappy birds
3,0,3,0,0,negative,know broads drunk dial sleep hoe
3,0,3,0,0,negative,know maybe good quote good way feel seen way many petty life destroying bitches use quote
3,0,3,0,0,negative,like bat man though fucked bitch twice
3,0,3,0,0,negative,like bitch
6,0,6,0,0,negative,like bitch amp party weekend momma going town
3,0,3,0,0,negative,live hoes man
3,0,3,0,0,negative,love hoes love couple not
3,0,3,0,0,negative,love bitches hoes fuck thought love money
3,0,3,0,0,negative,make music niggas get bitches
3,0,3,0,0,negative,need savin need get fucking high get pussy
3,0,3,0,0,negative,owe shit bitch leave alone
3,0,0,3,1,positive,onslaught vinyl may get one new lp available army green coloured vinyl
3,0,3,0,0,negative,pity hate faggots sexual mutations necessary side effect evolution proliferation sign humans fucked
3,0,3,0,0,negative,put nothing pass nobody comes money n pussy
3,0,3,0,0,negative,respect money respect real niccas
3,1,2,0,0,negative,talk niccas talk god relate
3,1,2,0,0,negative,trust bitch dog em
3,0,3,0,0,negative,trust bitches
3,0,3,0,0,negative,understand bitch
3,0,3,0,0,negative,understand people say yea first time smoking get high cause damn fuckin sucks bruh retarded high
3,0,3,0,0,negative,understand mad making track spoke volumes muthafuckas hoe amp bitch tracks females
3,1,2,0,0,negative,want bitch nigga already want sumn new runner easy nigga accept challenge
3,0,3,0,0,negative,want bitch erybody bitch
3,0,3,0,0,negative,want good girl fell inlove freak hoes
3,0,3,0,0,negative,want philly disease lol thot bitch
3,0,3,0,0,negative,want boof hoes burnt girls
3,0,3,0,0,negative,want sex bitch want ya neck bitch lol
3,0,0,3,1,positive,want deal yesterday trash reason got thrown first place
3,0,3,0,0,negative,light skin bitches unread texts amp still tweet nobody talk bitches outta control
3,1,2,0,0,negative,donated expensive prom dresses teens afford buy one selfish bitch
3,0,0,3,1,positive,done top done sipped juice said bird crumbs never
3,1,2,0,0,negative,done dun kind shit niccas fills shit
3,0,3,0,0,negative,done hit bout threes bitch
3,0,3,0,0,negative,done seen lot fake shit bitch bad basic
3,2,1,0,0,negative,dont even say nigga say nigger im like chuck norris say nigger word without checking shoulder
9,1,8,0,0,negative,dont fuck wit hoes broke bitches
3,1,2,0,0,negative,dont give single shit wear suit white cotton socks going assume functionally retarded
3,0,3,0,0,negative,dont got type bad bitches thang like aint got life cups ice every night
3,0,3,0,0,negative,dont hide bitch im high im public
3,0,3,0,0,negative,dont kiss none hoes
6,1,5,0,0,negative,dont know niggah could cover
3,1,2,0,0,negative,dont love hoes
3,0,2,1,0,negative,dont mess sneaky ppl nd hoe intentions
3,1,2,0,0,negative,dont mind gay people flamboyant hey look ima faggot kinda gays annoy bruh play wit ya booty peace ion care
3,0,3,0,0,negative,dont say fuck bitches get money love em
3,0,3,0,0,negative,dont think ive ever seen fight real world mean word fight yeah tons times damn bitch swung
3,0,1,2,1,positive,dont understand rich people dress like trash
3,0,3,0,0,negative,drag bitch hair captain caveman nnn
6,0,6,0,0,negative,dream twin girls lot yea karma know bitch
3,0,3,0,0,negative,dress feel felt like bitch id dress like one
3,0,3,0,0,negative,drive bitches waive girl stop
3,0,3,0,0,negative,eat generic oreos baller budget bitch
3,0,3,0,0,negative,eats pussy
3,0,3,0,0,negative,fear niggah trust bitchhh
3,0,3,0,0,negative,feel bad bitches never disney world
3,0,3,0,0,negative,feel bad nicca tho ya girl hoe nicca
3,0,2,1,0,negative,feel bad info time karmas bitch
3,0,2,1,0,negative,feel every song hear soundtrack life relationship another keep mind last song pussy control
3,0,3,0,0,negative,feel like got bitch slapped karma
4,0,4,0,0,negative,feel like sad pussy shit pissed right idk feeling
3,0,3,0,0,negative,feel like bad bitch wear rhinestoned pocket jeans
3,0,3,0,0,negative,feel like bitch got heartbroken day wedding
3,0,3,0,0,negative,feel like swag fag w shirt lmao
3,0,3,0,0,negative,feel like apart crowd like yes bitch lets indirectly talk shit
3,1,2,0,0,negative,feel like gon homo revalution round dis bitch deez niggas expandin
3,0,3,0,0,negative,feel like slapping bitch
6,0,6,0,0,negative,feel like niggah pac bitches set
3,0,3,0,0,negative,feel like hoe owe something
3,0,3,0,0,negative,feel alone miss wife much hate white trash raped killed daughters
3,0,3,0,0,negative,feel sorry fo niggas dat gtta make shit lie would hate think fuckin much bitch
3,2,1,0,0,negative,feel sorry mexican asian niggas got worse shaped bitches earth
3,0,3,0,0,negative,feel sorry nice people world actually solution hoes assholes thats problem
3,0,0,3,1,positive,feel utterly retarded thanks big brother
3,0,3,0,0,negative,fell love wit side bitch crazy thing wasnt even bitch
3,0,3,0,0,negative,fight love make something bitches think nothing
3,0,3,0,0,negative,figured hoes wanna play games fuck em leave em
3,0,3,0,0,negative,find new song like play hoe way times lol
3,0,3,0,0,negative,find funny asf people try tell live life like bitch stay shadows thank lol
3,0,0,3,1,positive,find amusing senator anchor baby lmao
3,0,3,0,0,negative,find hard believe cee lo raping hoes easy get panties successful
3,0,3,0,0,negative,fink catfish shit funny afta bitch thinks talking bow wow doe
3,0,3,0,0,negative,flipped dat pacc said fucc bitch n went
3,0,3,0,0,negative,follow sum bush ass bitches
3,2,1,0,0,negative,forgot white trash texarkana well arkansas
3,0,3,0,0,negative,found boom boom boom waaaaay ho girl fuck someone sing years not progress
3,0,0,3,1,positive,found arm trash receptacle leg mud stream consider keeping better track limbs
3,0,0,3,1,positive,planet apes king kong clips
3,0,3,0,0,negative,fuck bad bitches stacy lattisaw nigga balls blue like avatar
3,0,3,0,0,negative,fuck bitches better watch yah hoe
3,0,3,0,0,negative,fuck lux knowledge mooks presence delivery connecting people crazy
3,0,3,0,0,negative,fucked bitch used dream coulda died came disbelief nah dont wish speak name shit weak
6,0,6,0,0,negative,fucked shit yo bitch yesterday til stand straight called earlier asking could come get replay
3,0,3,0,0,negative,fucked little sister last night pussy right pussy tight
3,0,3,0,0,negative,fuckedd bitch gave snack pack
6,1,5,0,0,negative,fuckin hate bitches voice omg
3,1,2,0,0,negative,fucking hate fucking neighborhood fuckin bitches someone everyday ya ne
3,2,1,0,0,negative,fucking hate niggers bruh
3,0,3,0,0,negative,gain pounds bitch look thickkkkkk
3,1,2,0,0,negative,gassss niggas got gas hoes
3,0,3,0,0,negative,gave aunt tupac greatest hits cd bitch lucky love tupac cd
3,0,1,2,1,positive,get pound bag dawg mutts
3,0,3,0,0,negative,get bitches tinder
6,0,6,0,0,negative,get gwop bitch remember
3,0,3,0,0,negative,get nudes bitches
3,0,3,0,0,negative,get deep pussy touch back soul
3,0,3,0,0,negative,give niggas hope sell bitches dreams
3,0,3,0,0,negative,give selfish little bitch vibe get actually know tend put others
3,0,3,0,0,negative,gonna start unfollowing angry bitches shit mad depressing
3,0,3,0,0,negative,got rain yesterday including bird shit gauge
3,0,3,0,0,negative,got bitches bitches snitching finger itchin shot em kitchen makem wash dishes
3,0,3,0,0,negative,got amp b progress report amp still touchin bands bitch get like
6,0,6,0,0,negative,got problems bitch one think need sub machine gun gratata
3,0,3,0,0,negative,got problems bitch
3,0,2,1,0,negative,got problems bitch one
3,1,2,0,0,negative,got problems bitch aint one em need michane gun
3,0,3,0,0,negative,got problems pussy ass bitch one
3,0,3,0,0,negative,got california love fuckin bitches pop shit
3,0,3,0,0,negative,got friday refusing give phone bitches kiss ass cause not getting
3,0,3,0,0,negative,got lambo doors seater hoes yokohamas vogues man bitch beautiful
3,1,2,0,0,negative,got spanish bitch name nina paranoid
3,0,3,0,0,negative,got cousin thats rollin got bitch tha hoovers
3,0,3,0,0,negative,got gang old ass drafts trash
3,0,3,0,0,negative,got main bitch got new hoe love ak got
3,0,3,0,0,negative,got measly followers instagram probably bitches takin serious
3,0,3,0,0,negative,got missed call bitch
3,0,3,0,0,negative,got something pays hunnit every week real bitches kno manage money
3,0,3,0,0,negative,got surprise bitches
3,0,3,0,0,negative,got thick ass neck tho hoes zip half zip fleece bitch
3,0,0,3,1,positive,got uncle marriage dude got hips like big momma swear lil kids mock walk even know
3,0,3,0,0,negative,got ass cheeks white tee hoes keep grindin
3,0,3,0,0,negative,got bad bitches stand
6,1,5,0,0,negative,got bitches geekin sneaking cocaina cross customs
3,0,3,0,0,negative,got bitches nervous like virgins flirtin wit uncle mervin
3,1,2,0,0,negative,got bitches dick yet nigga
3,0,3,0,0,negative,got bitches tho got
3,1,0,2,1,positive,got dirty birds hey shoot like larry bird hey
6,0,6,0,0,negative,got every reason feel like bitch
3,0,3,0,0,negative,got good credit bitch credit gotta match mine
3,0,3,0,0,negative,got hoes got fuckin hoes got fuckin hoes
3,0,3,0,0,negative,got hoes got hoes got hoes got hoes
3,0,3,0,0,negative,got lean got work got bands nigguh
3,0,3,0,0,negative,got money hoes money hoes
3,0,3,0,0,negative,got private tracks public soundcloud needa finish joints sick em yall hoes
3,0,3,0,0,negative,got trust drugs dumb ass bitches
